['28', '1662', 'Friday', '3422349381', '1', 'SPORTING GOODS', '5116']
['28', '31096', 'Tuesday', '7464100426', '1', 'PRODUCE', '5953']
['28', '31096', 'Tuesday', '2840028204', '1', 'IMPULSE MERCHANDISE', '808']
['28', '31096', 'Tuesday', '7287850523', '2', 'GROCERY DRY GOODS', '2995']
['28', '31096', 'Tuesday', '7874201709', '1', 'DAIRY', '1551']
['28', '31096', 'Tuesday', '7073405316', '1', 'GROCERY DRY GOODS', '3352']
['28', '31096', 'Tuesday', '7172572773', '1', 'PRODUCE', '4605']
['28', '31096', 'Tuesday', '5100012773', '1', 'DSD GROCERY', '4649']
['28', '31096', 'Tuesday', '75752800868', '2', 'GROCERY DRY GOODS', '4291']
['28', '31352', 'Tuesday', '20270500000', '1', 'SERVICE DELI', '4042']
['28', '31352', 'Tuesday', '1786980439', '1', 'SERVICE DELI', '6036']
['28', '31352', 'Tuesday', '68113107095', '2', 'BAKERY', '4010']
['28', '31352', 'Tuesday', '81040602135', '1', 'SPORTING GOODS', '5090']
['28', '31352', 'Tuesday', '88546810014', '1', 'SPORTING GOODS', '5803']
['28', '31768', 'Wednesday', '81463201035', '1', 'SPORTING GOODS', '5228']
['28', '31768', 'Wednesday', '81742701073', '1', 'SPORTING GOODS', '5211']
['28', '32406', 'Wednesday', '2202153732', '1', 'SPORTING GOODS', '570']
['28', '32406', 'Wednesday', '5242750002', '1', 'PAINT AND ACCESSORIES', '4215']
['28', '32406', 'Wednesday', '4900004086', '1', 'DSD GROCERY', '9546']
['28', '32406', 'Wednesday', '2202153741', '1', 'SPORTING GOODS', '570']
['28', '32406', 'Wednesday', '2202153732', '1', 'SPORTING GOODS', '570']
['28', '32406', 'Wednesday', '2202153742', '4', 'SPORTING GOODS', '570']
['28', '32406', 'Wednesday', '2202153742', '1', 'SPORTING GOODS', '570']
['28', '32406', 'Wednesday', '2202153742', '-1', 'SPORTING GOODS', '570']
['28', '32406', 'Wednesday', '2202153742', '1', 'SPORTING GOODS', '570']
['28', '32406', 'Wednesday', '71933910443', '2', 'SPORTING GOODS', '3312']
['28', '32406', 'Wednesday', '71933910442', '4', 'SPORTING GOODS', '3312']
['28', '32670', 'Wednesday', '88678300142', '1', 'SPORTING GOODS', '5048']
['28', '32670', 'Wednesday', '88678300142', '1', 'SPORTING GOODS', '5048']
['28', '32670', 'Wednesday', '7112196233', '2', 'LAWN AND GARDEN', '4805']
['28', '32670', 'Wednesday', '61884229314', '1', 'SPORTING GOODS', '5050']
['28', '32670', 'Wednesday', '2899520142', '1', 'FABRICS AND CRAFTS', '3616']
['28', '32945', 'Wednesday', '1920085020', '2', 'HOUSEHOLD CHEMICALS/SUPP', '6010']
['28', '32945', 'Wednesday', '2570071139', '1', 'HOUSEHOLD PAPER GOODS', '6030']
['28', '32945', 'Wednesday', '7650109774', '1', 'SPORTING GOODS', '5816']
['28', '33538', 'Wednesday', '7962507006', '1', 'BEAUTY', '5020']
['28', '33538', 'Wednesday', '60538862097', '1', 'FINANCIAL SERVICES', '0']
['28', '33538', 'Wednesday', '7825731903', '1', 'SPORTING GOODS', '5818']
['28', '33538', 'Wednesday', '87567810678', '1', 'BATH AND SHOWER', '1703']
['28', '33538', 'Wednesday', '2569500819', '1', 'BEDDING', '6060']
['28', '34547', 'Wednesday', '84417802733', '1', 'BEDDING', '4203']
['28', '34547', 'Wednesday', '3400013410', '1', 'IMPULSE MERCHANDISE', '125']
['28', '34547', 'Wednesday', '7825730404', '1', 'SPORTING GOODS', '5805']
['28', '34547', 'Wednesday', '66764609250', '1', 'BEDDING', '621']
['28', '36147', 'Wednesday', '3087834760', '1', 'ELECTRONICS', '4825']
['28', '36147', 'Wednesday', '7825730404', '1', 'SPORTING GOODS', '5805']
['28', '36576', 'Wednesday', '3399142011', '1', 'AUTOMOTIVE', '9006']
['28', '36576', 'Wednesday', '67571654035', '1', 'BEDDING', '3211']
['28', '36576', 'Wednesday', '7650115763', '1', 'SPORTING GOODS', '5805']
['28', '36576', 'Wednesday', '2569500819', '2', 'BEDDING', '6060']
['28', '36883', 'Wednesday', '4145717892', '1', 'PERSONAL CARE', '5124']
['28', '36883', 'Wednesday', '2200001475', '1', 'IMPULSE MERCHANDISE', '135']
['28', '36883', 'Wednesday', '2610000578', '1', 'CANDY, TOBACCO, COOKIES', '8012']
['28', '36883', 'Wednesday', '68113106993', '1', 'PERSONAL CARE', '1411']
['28', '36883', 'Wednesday', '7825730142', '1', 'SPORTING GOODS', '5805']
['28', '37076', 'Wednesday', '7874211433', '1', 'DSD GROCERY', '3502']
['28', '37076', 'Wednesday', '1404532418', '1', 'SPORTING GOODS', '5037']
['28', '37076', 'Wednesday', '4900000977', '1', 'DSD GROCERY', '9211']
['28', '37076', 'Wednesday', '4133384401', '1', 'IMPULSE MERCHANDISE', '906']
['28', '37076', 'Wednesday', '1404532418', '3', 'SPORTING GOODS', '5037']
['28', '37076', 'Wednesday', '4133343001', '1', 'IMPULSE MERCHANDISE', '919']
['28', '37076', 'Wednesday', '60538862097', '1', 'FINANCIAL SERVICES', '0']
['28', '37076', 'Wednesday', '3980003977', '1', 'IMPULSE MERCHANDISE', '919']
['28', '37076', 'Wednesday', '2840042073', '1', 'IMPULSE MERCHANDISE', '808']
['28', '37076', 'Wednesday', '3160404056', '1', 'PHARMACY OTC', '802']
['28', '37076', 'Wednesday', '89863900539', '1', 'SPORTING GOODS', '5209']
['28', '37076', 'Wednesday', '7650123030', '1', 'SPORTING GOODS', '5212']
['28', '37147', 'Wednesday', '7825730437', '1', 'SPORTING GOODS', '5806']
['28', '37147', 'Wednesday', '7007457805', '1', 'PHARMACY OTC', '5620']
['28', '37147', 'Wednesday', '7825731868', '1', 'SPORTING GOODS', '5816']
['28', '37220', 'Wednesday', '7825731869', '1', 'SPORTING GOODS', '5805']
['28', '37220', 'Wednesday', '7650109768', '1', 'SPORTING GOODS', '5806']
['28', '37666', 'Thursday', '7650137899', '1', 'SPORTING GOODS', '5117']
['28', '37666', 'Thursday', '7874235193', '2', 'DSD GROCERY', '9206']
['28', '37666', 'Thursday', '75322200110', '1', 'FROZEN FOODS', '9100']
['28', '37707', 'Thursday', '6082398244', '1', 'SPORTING GOODS', '5019']
['28', '37707', 'Thursday', '5638900511', '1', 'SPORTING GOODS', '5008']
['28', '37707', 'Thursday', '3400000009', '1', 'IMPULSE MERCHANDISE', '145']
['28', '37707', 'Thursday', '7033060315', '1', 'IMPULSE MERCHANDISE', '202']
['28', '37707', 'Thursday', '6082326833', '1', 'SPORTING GOODS', '5019']
['28', '37707', 'Thursday', '3579442408', '1', 'SPORTING GOODS', '5300']
['28', '37707', 'Thursday', '79340512207', '4', 'SPORTING GOODS', '5028']
['28', '38215', 'Thursday', '4127197110', '1', 'FROZEN FOODS', '9100']
['28', '38215', 'Thursday', '61884220362', '1', 'SPORTING GOODS', '5104']
['28', '38215', 'Thursday', '2200000484', '1', 'IMPULSE MERCHANDISE', '135']
['28', '38215', 'Thursday', '4011', '1', 'PRODUCE', '5501']
['28', '38215', 'Thursday', '4127197110', '1', 'FROZEN FOODS', '9100']
['28', '38215', 'Thursday', '68113178113', '2', 'DSD GROCERY', '9214']
['28', '38215', 'Thursday', '2200001746', '1', 'IMPULSE MERCHANDISE', '135']
['28', '38310', 'Thursday', '2863252161', '1', 'SPORTING GOODS', '3223']
['28', '38310', 'Thursday', '3294306592', '1', 'SPORTING GOODS', '3293']
['28', '38310', 'Thursday', '71933907823', '1', 'SPORTING GOODS', '3203']
['28', '38310', 'Thursday', '3225621353', '1', 'SPORTING GOODS', '3256']
['28', '38310', 'Thursday', '71933907153', '1', 'SPORTING GOODS', '3229']
['28', '38349', 'Thursday', '20899500000', '1', 'BAKERY', '6024']
['28', '38349', 'Thursday', '2521700123', '1', 'TOYS', '5308']
['28', '38349', 'Thursday', '7650116011', '1', 'SPORTING GOODS', '5702']
['28', '38349', 'Thursday', '7825731904', '1', 'SPORTING GOODS', '5805']
['28', '38349', 'Thursday', '4011', '1', 'PRODUCE', '5501']
['28', '38349', 'Thursday', '7166261224', '1', 'OFFICE SUPPLIES', '6503']
['28', '38349', 'Thursday', '7825730838', '1', 'SPORTING GOODS', '5806']
['28', '38500', 'Thursday', '7650116012', '1', 'SPORTING GOODS', '5702']
['28', '39813', 'Thursday', '3980012160', '1', 'SPORTING GOODS', '5215']
['28', '39813', 'Thursday', '7682804702', '2', 'PERSONAL CARE', '9110']
['28', '39813', 'Thursday', '2550020025', '1', 'GROCERY DRY GOODS', '3309']
['28', '39813', 'Thursday', '1142394100', '1', 'SPORTING GOODS', '5092']
['28', '39813', 'Thursday', '60538815802', '1', 'SHOES', '4815']
['28', '39813', 'Thursday', '75524712476', '1', 'HARDWARE', '9807']
['28', '39813', 'Thursday', '81515001532', '1', 'COOK AND DINE', '445']
['28', '39813', 'Thursday', '73315854002', '1', 'SPORTING GOODS', '5225']
['28', '41688', 'Thursday', '7825730404', '1', 'SPORTING GOODS', '5805']
['28', '41855', 'Thursday', '78962540295', '1', 'SPORTING GOODS', '2256']
['28', '41855', 'Thursday', '3278458673', '1', 'SPORTING GOODS', '501']
['28', '41855', 'Thursday', '2200001110', '1', 'CANDY, TOBACCO, COOKIES', '707']
['28', '41855', 'Thursday', '2847813958', '1', 'SPORTING GOODS', '2251']
['28', '41855', 'Thursday', '7046243123', '1', 'CANDY, TOBACCO, COOKIES', '707']
['28', '41855', 'Thursday', '4468134589', '1', 'FURNITURE', '5620']
['28', '42570', 'Thursday', '81742701136', '1', 'SPORTING GOODS', '5212']
['28', '42570', 'Thursday', '8680068770', '1', 'BEAUTY', '6124']
['28', '42570', 'Thursday', '8265700312', '1', 'DSD GROCERY', '9214']
['28', '42570', 'Thursday', '4133343001', '1', 'IMPULSE MERCHANDISE', '919']
['28', '42570', 'Thursday', '1600013680', '1', 'DSD GROCERY', '3665']
['28', '42570', 'Thursday', '79456016153', '1', 'SPORTING GOODS', '5014']
['28', '42570', 'Thursday', '8680087270', '1', 'BEAUTY', '6124']
['28', '42570', 'Thursday', '89863900543', '1', 'SPORTING GOODS', '5209']
['28', '42570', 'Thursday', '4120565212', '1', 'COOK AND DINE', '1810']
['28', '42735', 'Thursday', '3422349383', '1', 'SPORTING GOODS', '5114']
['28', '42735', 'Thursday', '60538862097', '1', 'FINANCIAL SERVICES', '0']
['28', '42735', 'Thursday', '1111136894', '1', 'PERSONAL CARE', '3165']
['28', '43005', 'Thursday', '7206713915', '1', 'OFFICE SUPPLIES', '3620']
['28', '43005', 'Thursday', '84105808210', '1', 'PERSONAL CARE', '1402']
['28', '43005', 'Thursday', '2622956671', '1', 'OFFICE SUPPLIES', '4810']
['28', '43005', 'Thursday', '3916611278', '1', 'HARDWARE', '5850']
['28', '43005', 'Thursday', '76190336330', '1', 'SPORTING GOODS', '1706']
['28', '43127', 'Thursday', '30869740159', '1', 'PERSONAL CARE', '802']
['28', '43127', 'Thursday', '68113102405', '1', 'PHARMACY OTC', '1356']
['28', '43127', 'Thursday', '84409301523', '1', 'SPORTING GOODS', '5054']
['28', '43127', 'Thursday', '7160309618', '1', 'BEAUTY', '3506']
['28', '43676', 'Friday', '', '1', 'NULL', '']
['28', '43676', 'Friday', '80469197214', '1', 'SWIMWEAR/OUTERWEAR', '321']
['28', '43676', 'Friday', '1142300338', '1', 'SPORTING GOODS', '5092']
['28', '43676', 'Friday', '7825731904', '2', 'SPORTING GOODS', '5805']
['28', '43676', 'Friday', '5638908313', '1', 'SPORTING GOODS', '5025']
['28', '43676', 'Friday', '80469197110', '1', 'SWIMWEAR/OUTERWEAR', '296']
['28', '43676', 'Friday', '7650159641', '1', 'SPORTING GOODS', '5806']
['28', '43676', 'Friday', '1142394116', '2', 'SPORTING GOODS', '5092']
['28', '43676', 'Friday', '63887333571', '1', 'GIRLS WEAR, 4-6X  AND 7-14', '1355']
['28', '43676', 'Friday', '7169144120', '2', 'HOME MANAGEMENT', '6611']
['28', '43822', 'Friday', '30521500700', '1', 'PERSONAL CARE', '3010']
['28', '43822', 'Friday', '60538862097', '1', 'FINANCIAL SERVICES', '0']
['28', '43822', 'Friday', '3422344880', '1', 'SPORTING GOODS', '5114']
['28', '43822', 'Friday', '7432309750', '1', 'GROCERY DRY GOODS', '3682']
['28', '44044', 'Friday', '4770805383', '1', 'SPORTING GOODS', '625']
['28', '44044', 'Friday', '3314903113', '1', 'TOYS', '1204']
['28', '44044', 'Friday', '76163520390', '1', 'PRODUCE', '3509']
['28', '44044', 'Friday', '3278458674', '1', 'SPORTING GOODS', '501']
['28', '44044', 'Friday', '3000031833', '1', 'GROCERY DRY GOODS', '3505']
['28', '45103', 'Friday', '2267707102', '1', 'SPORTING GOODS', '10']
['28', '45103', 'Friday', '7161791737', '1', 'SPORTING GOODS', '902']
['28', '45103', 'Friday', '4770867062', '1', 'SPORTING GOODS', '730']
['28', '45103', 'Friday', '5187555037', '1', 'SPORTING GOODS', '3260']
['28', '45103', 'Friday', '2267716476', '1', 'SPORTING GOODS', '3259']
['28', '45298', 'Friday', '7650109768', '1', 'SPORTING GOODS', '5806']
['28', '45298', 'Friday', '7431974403', '1', 'OFFICE SUPPLIES', '3547']
['28', '45298', 'Friday', '2820000465', '1', 'CANDY, TOBACCO, COOKIES', '8012']
['28', '46070', 'Friday', '84730900525', '1', 'SPORTING GOODS', '103']
['28', '46070', 'Friday', '84730900525', '1', 'SPORTING GOODS', '103']
['28', '46070', 'Friday', '71264910118', '1', 'SPORTING GOODS', '511']
['28', '46070', 'Friday', '74623903007', '1', 'SPORTING GOODS', '113']
['28', '46070', 'Friday', '4332400671', '1', 'PETS AND SUPPLIES', '7611']
['28', '46070', 'Friday', '8394105818', '1', 'SPORTING GOODS', '701']
['28', '46070', 'Friday', '8394105827', '1', 'SPORTING GOODS', '701']
['28', '47602', 'Friday', '7617132017', '1', 'AUTOMOTIVE', '252']
['28', '47602', 'Friday', '3422341752', '1', 'SPORTING GOODS', '5117']
['28', '47602', 'Friday', '4900000977', '1', 'DSD GROCERY', '9211']
['28', '47602', 'Friday', '3579442401', '1', 'SPORTING GOODS', '5300']
['28', '47805', 'Friday', '7825730404', '1', 'SPORTING GOODS', '5805']
['28', '47805', 'Friday', '2519229803', '1', 'MEDIA AND GAMING', '9635']
['28', '47805', 'Friday', '2519227857', '1', 'MEDIA AND GAMING', '9257']
['28', '47805', 'Friday', '3087810618', '1', 'ELECTRONICS', '1248']
['28', '47862', 'Friday', '2847813958', '1', 'SPORTING GOODS', '2251']
['28', '47862', 'Friday', '2847812446', '1', 'SPORTING GOODS', '2256']
['28', '47862', 'Friday', '81757301111', '1', 'SPORTING GOODS', '2262']
['28', '47862', 'Friday', '2847812445', '1', 'SPORTING GOODS', '2253']
['28', '47935', 'Friday', '4282341625', '1', 'CELEBRATION', '1805']
['28', '47935', 'Friday', '4338821045', '1', 'SPORTING GOODS', '201']
['28', '47935', 'Friday', '4338811680', '1', 'SPORTING GOODS', '404']
['28', '48393', 'Friday', '7825731871', '1', 'SPORTING GOODS', '5816']
['28', '49045', 'Friday', '79450475973', '1', 'SPORTING GOODS', '5705']
['28', '49134', 'Saturday', '84730900533', '1', 'SPORTING GOODS', '103']
['28', '49134', 'Saturday', '8227111108', '1', 'SPORTING GOODS', '953']
['28', '49134', 'Saturday', '9687793500', '1', 'SPORTING GOODS', '716']
['28', '49134', 'Saturday', '2932696316', '1', 'SPORTING GOODS', '7111']
['28', '49218', 'Saturday', '3278461361', '1', 'SPORTING GOODS', '202']
['28', '49218', 'Saturday', '4770800192', '1', 'SPORTING GOODS', '602']
['28', '49218', 'Saturday', '60538862097', '1', 'FINANCIAL SERVICES', '0']
['28', '49218', 'Saturday', '3877503131', '1', 'SPORTING GOODS', '731']
['28', '49439', 'Saturday', '2833253826', '1', 'COOK AND DINE', '2575']
['28', '49439', 'Saturday', '2833253824', '1', 'COOK AND DINE', '2575']
['28', '49439', 'Saturday', '7650138336', '1', 'SPORTING GOODS', '5115']
['28', '49973', 'Saturday', '4770811853', '1', 'SPORTING GOODS', '607']
['28', '49973', 'Saturday', '3278456927', '1', 'SPORTING GOODS', '301']
['28', '49973', 'Saturday', '3877504260', '1', 'SPORTING GOODS', '731']
['28', '49973', 'Saturday', '4609331241', '1', 'SPORTING GOODS', '717']
['28', '49973', 'Saturday', '4770811851', '1', 'SPORTING GOODS', '607']
['28', '50826', 'Saturday', '3877507270', '1', 'SPORTING GOODS', '732']
['28', '50826', 'Saturday', '68113102777', '1', 'PHARMACY OTC', '3537']
['28', '50826', 'Saturday', '7650120462', '1', 'SPORTING GOODS', '5003']
['28', '50826', 'Saturday', '4900001679', '1', 'DSD GROCERY', '9546']
['28', '50826', 'Saturday', '1404532418', '1', 'SPORTING GOODS', '5037']
['28', '50826', 'Saturday', '74623901003', '1', 'SPORTING GOODS', '717']
['28', '50826', 'Saturday', '60538816913', '1', 'SHOES', '1910']
['28', '50826', 'Saturday', '84730900592', '-1', 'SPORTING GOODS', '103']
['28', '50826', 'Saturday', '84730900592', '1', 'SPORTING GOODS', '103']
['28', '50826', 'Saturday', '60538816921', '1', 'SHOES', '1909']
['28', '50826', 'Saturday', '1131301992', '1', 'PERSONAL CARE', '6105']
['28', '51035', 'Saturday', '73651159012', '1', 'AUTOMOTIVE', '1200']
['28', '51035', 'Saturday', '7492813367', '1', 'SPORTING GOODS', '5031']
['28', '51035', 'Saturday', '81829001452', '1', 'DAIRY', '1433']
['28', '51035', 'Saturday', '7650109774', '1', 'SPORTING GOODS', '5816']
['28', '51035', 'Saturday', '4135', '1', 'PRODUCE', '1214']
['28', '51035', 'Saturday', '84873700230', '1', 'GROCERY DRY GOODS', '2651']
['28', '51035', 'Saturday', '4400003318', '1', 'DSD GROCERY', '3715']
['28', '51035', 'Saturday', '4011', '1', 'PRODUCE', '5501']
['28', '51035', 'Saturday', '4133343001', '1', 'IMPULSE MERCHANDISE', '919']
['28', '51035', 'Saturday', '7224013381', '1', 'PRODUCE', '3108']
['28', '51035', 'Saturday', '74319570008', '1', 'SPORTING GOODS', '5370']
['28', '51035', 'Saturday', '7146401664', '2', 'PRODUCE', '7953']
['28', '51437', 'Saturday', '7874298506', '2', 'BAKERY', '6705']
['28', '51437', 'Saturday', '7100721362', '1', 'SERVICE DELI', '4005']
['28', '51437', 'Saturday', '1200004300', '1', 'DSD GROCERY', '9501']
['28', '51437', 'Saturday', '77098131005', '1', 'BAKERY', '2032']
['28', '51437', 'Saturday', '75524711648', '1', 'SPORTING GOODS', '5022']
['28', '51437', 'Saturday', '7100703113', '1', 'SERVICE DELI', '4005']
['28', '51509', 'Saturday', '84500500586', '1', 'MENS WEAR', '3638']
['28', '51509', 'Saturday', '3422349241', '1', 'SPORTING GOODS', '5114']
['28', '51509', 'Saturday', '8526408631', '2', 'COMM BREAD', '2200']
['28', '51509', 'Saturday', '30067203924', '1', 'PHARMACY OTC', '2017']
['28', '51509', 'Saturday', '60538862097', '1', 'FINANCIAL SERVICES', '0']
['28', '51509', 'Saturday', '4900004579', '1', 'DSD GROCERY', '4611']
['28', '51509', 'Saturday', '2454383289', '1', 'MEDIA AND GAMING', '9640']
['28', '51649', 'Saturday', '7650109721', '1', 'SPORTING GOODS', '5705']
['28', '51649', 'Saturday', '60538862097', '1', 'FINANCIAL SERVICES', '0']
['28', '51649', 'Saturday', '4900000977', '1', 'DSD GROCERY', '9211']
['28', '51817', 'Saturday', '4900000044', '1', 'DSD GROCERY', '9546']
['28', '51817', 'Saturday', '60538862097', '1', 'FINANCIAL SERVICES', '0']
['28', '51817', 'Saturday', '4770848320', '1', 'SPORTING GOODS', '602']
['28', '51817', 'Saturday', '3278456927', '1', 'SPORTING GOODS', '301']
['28', '51817', 'Saturday', '84730900515', '1', 'SPORTING GOODS', '715']
['28', '51824', 'Saturday', '60538862128', '1', 'FINANCIAL SERVICES', '0']
['28', '51824', 'Saturday', '3278456927', '1', 'SPORTING GOODS', '301']
['28', '51824', 'Saturday', '4770800192', '1', 'SPORTING GOODS', '602']
['28', '51824', 'Saturday', '4900001916', '1', 'DSD GROCERY', '9546']
['28', '52316', 'Saturday', '3422349384', '1', 'SPORTING GOODS', '5114']
['28', '52721', 'Saturday', '7756725444', '1', 'FROZEN FOODS', '1853']
['28', '52721', 'Saturday', '60538816271', '1', 'SHOES', '8962']
['28', '52721', 'Saturday', '3422345690', '1', 'SPORTING GOODS', '5113']
['28', '52721', 'Saturday', '7684020027', '1', 'FROZEN FOODS', '1851']
['28', '52721', 'Saturday', '7874214228', '1', 'BEAUTY', '6080']
['28', '52721', 'Saturday', '60538816385', '1', 'SHOES', '8967']
['28', '52721', 'Saturday', '890310711156', '1', 'BATH AND SHOWER', '702']
['28', '52721', 'Saturday', '3998491552', '1', 'SPORTING GOODS', '3223']
['28', '52721', 'Saturday', '8394105790', '1', 'SPORTING GOODS', '736']
['28', '52721', 'Saturday', '7535334063', '1', 'PAINT AND ACCESSORIES', '1003']
['28', '52894', 'Saturday', '7825730140', '1', 'SPORTING GOODS', '5816']
['28', '52894', 'Saturday', '38004064900', '1', 'PHARMACY OTC', '1060']
['28', '52894', 'Saturday', '4900000977', '1', 'DSD GROCERY', '9211']
['28', '53107', 'Saturday', '1117999567', '1', 'CELEBRATION', '358']
['28', '53107', 'Saturday', '84110100530', '1', 'FURNITURE', '5615']
['28', '53107', 'Saturday', '84110100595', '2', 'SPORTING GOODS', '5046']
['28', '53107', 'Saturday', '4900001801', '1', 'DSD GROCERY', '9546']
['28', '53107', 'Saturday', '4900000044', '1', 'DSD GROCERY', '9546']
['28', '53107', 'Saturday', '1117999847', '1', 'CELEBRATION', '142']
['28', '53107', 'Saturday', '1117999847', '1', 'CELEBRATION', '142']
['28', '54084', 'Saturday', '4000047652', '1', 'IMPULSE MERCHANDISE', '115']
['28', '54084', 'Saturday', '60538862128', '1', 'FINANCIAL SERVICES', '0']
['28', '54084', 'Saturday', '2096858414', '1', 'SPORTING GOODS', '910']
['28', '54539', 'Saturday', '7666616595', '4', 'TOYS', '1704']
['28', '54539', 'Saturday', '7650123748', '1', 'SPORTING GOODS', '5004']
['28', '54539', 'Saturday', '3500055370', '1', 'PERSONAL CARE', '9108']
['28', '54960', 'Saturday', '3278454606', '2', 'SPORTING GOODS', '202']
['28', '54960', 'Saturday', '4338830656', '1', 'SPORTING GOODS', '405']
['28', '54960', 'Saturday', '3400040551', '1', 'CANDY, TOBACCO, COOKIES', '79']
['28', '54960', 'Saturday', '3400007018', '2', 'CANDY, TOBACCO, COOKIES', '79']
['28', '54960', 'Saturday', '60069900215', '1', 'GROCERY DRY GOODS', '4504']
